,Point.Forecast,Lo.80,Hi.80,Lo.95,Hi.95
28.45833,829.2776763,-340.0536825,1998.609035,-959.0603124,2617.615665
28.47917,839.5022053,-339.3437405,2018.348151,-963.3870886,2642.391499
28.5,845.00866,-343.3800142,2033.397334,-972.4749776,2662.492298
28.52083,850.422551,-347.5365804,2048.381682,-981.6978377,2682.54294
28.54167,856.8911778,-350.6657344,2064.44809,-989.90775,2703.690106
28.5625,867.9710875,-349.2105315,2085.152707,-993.5475592,2729.489734
28.58333,877.799273,-349.0335885,2104.632134,-998.4796752,2754.078221
28.60417,881.6996682,-354.8105877,2118.209924,-1009.379578,2772.778914
28.625,886.3633548,-359.8500711,2132.576781,-1019.555609,2792.282319
28.64583,893.2167619,-362.7252395,2149.158763,-1027.580774,2814.014298
28.66667,901.3971414,-364.2984778,2167.092761,-1034.317266,2837.111549
28.6875,899.7293116,-375.7446104,2175.203234,-1050.939719,2850.398342
28.70833,916.2985943,-368.9779648,2201.575153,-1049.362276,2881.959465
28.72917,919.8544911,-375.2486947,2214.957677,-1060.834908,2900.54389
28.75,925.0720927,-379.8813705,2230.025556,-1070.682006,2920.826191
28.77083,929.9183378,-384.9087204,2244.745396,-1080.936121,2940.772797
28.79167,933.4774288,-391.2462145,2258.201072,-1092.512551,2959.467408
28.8125,939.3962115,-395.2466851,2274.039108,-1101.763957,2980.55638
28.83333,945.1572802,-399.4272214,2289.741782,-1111.207261,3001.521821
28.85417,951.8961667,-402.6519801,2306.444313,-1119.706455,3023.498788
28.875,960.8024681,-403.731058,2325.335994,-1126.071473,3047.67641
28.89583,974.7619534,-399.7783848,2349.302292,-1127.416087,3076.939993
28.91667,988.9367773,-395.6315096,2373.505064,-1128.577687,3106.451241
28.9375,992.4832718,-402.1338088,2387.100352,-1140.399496,3125.36604
28.95833,1035.041567,-369.6448651,2439.727999,-1113.240945,3183.324079
28.97917,1054.366533,-360.4095269,2469.142592,-1109.346733,3218.079798
29,1054.049587,-370.836098,2478.935272,-1125.125016,3233.22419
29.02083,1040.943214,-394.0718205,2475.958248,-1153.722892,3235.60932
29.04167,1028.458888,-416.7049504,2473.622726,-1181.728475,3238.64625
29.0625,1017.146996,-438.1848357,2472.478829,-1208.590971,3242.884964
29.08333,982.2980961,-483.2206585,2447.816851,-1259.019425,3223.615617
29.10417,954.1126795,-521.6116682,2429.837027,-1302.812949,3211.038308
29.125,926.537194,-559.4076446,2412.482033,-1346.019327,3199.093715
29.14583,912.2895457,-583.8885804,2408.467672,-1375.917437,3200.496529
29.16667,910.8415363,-595.5833742,2417.266447,-1393.036551,3214.719624
29.1875,910.5568269,-606.1275233,2427.241177,-1409.01172,3230.125373
29.20833,913.5885162,-614.2883931,2441.465426,-1423.097572,3250.274605
29.22917,913.7813755,-625.2901657,2452.852917,-1440.025425,3267.588176
29.25,917.5877525,-632.6400032,2467.815508,-1453.281006,3288.456511
29.27083,923.9905611,-637.2796084,2485.260731,-1463.766112,3311.747234
29.29167,930.6554125,-641.572631,2502.883456,-1473.859882,3335.170707
29.3125,941.2605045,-641.9574761,2524.478485,-1480.062449,3362.583458
29.33333,949.1290027,-645.110531,2543.368536,-1489.049962,3387.307967
29.35417,955.0406634,-650.2515991,2560.332926,-1500.041991,3410.123318
29.375,961.8848903,-654.4908438,2578.260624,-1510.148471,3433.918252
29.39583,980.2522565,-647.2372654,2607.741778,-1508.778177,3469.28269
29.41667,998.9625049,-639.6707019,2637.595712,-1507.110723,3505.035733
29.4375,1034.26004,-615.5463357,2684.066416,-1488.901076,3557.421156
29.45833,1050.442664,-610.565959,2711.451286,-1489.85081,3590.736137
29.47917,1061.290932,-610.9486158,2733.530479,-1496.178759,3618.760622
29.5,1067.41961,-616.0791459,2750.918367,-1507.269555,3642.108776
29.52083,1073.454215,-621.3316475,2768.240077,-1518.497089,3665.405518
29.54167,1080.542047,-625.5584359,2786.64253,-1528.713476,3689.79757
29.5625,1092.239659,-625.2025847,2809.681902,-1534.36159,3718.840908
29.58333,1102.684046,-626.1267276,2831.49482,-1541.303869,3746.671962
29.60417,1107.199147,-633.0065625,2847.404856,-1554.215819,3768.614113
29.625,1112.476046,-639.1506457,2864.102738,-1566.405805,3791.357897
29.64583,1119.941177,-643.1321911,2883.014544,-1576.446855,3816.329208
29.66667,1128.731794,-645.8135954,2903.277183,-1585.20118,3842.664768
29.6875,1127.67272,-658.3696939,2913.715134,-1603.843436,3859.188876
29.70833,1144.84928,-652.7148237,2942.413384,-1604.28778,3893.98634
29.72917,1149.01098,-660.099147,2958.121106,-1617.784199,3915.806158
29.75,1154.832913,-665.847242,2975.513068,-1629.657097,3939.322922
29.77083,1160.282022,-671.9918435,2992.555887,-1641.939038,3962.503081
29.79167,1164.442513,-679.4484276,3008.333453,-1655.54533,3984.430355
29.8125,1170.961235,-684.5698313,3026.492301,-1666.828644,4008.751113
29.83333,1177.320786,-689.8731481,3044.51472,-1678.30591,4032.947481
29.85417,1184.656701,-694.222538,3063.535941,-1688.841127,4058.154529
29.875,1194.158582,-696.4281005,3084.745264,-1697.244235,4085.561399
29.89583,1208.7122,-693.6037672,3111.028167,-1700.62901,4118.05341
29.91667,1223.479714,-690.5870883,3137.546515,-1703.832848,4150.792275
29.9375,1227.617459,-698.2214408,3153.456358,-1717.698972,4172.933889
29.95833,1270.765569,-666.8664076,3208.397545,-1692.586817,4234.117954
