,totgen,coal,oil,biomass,IPP,alphacoal,alphaoil,alphabiomass,alphaIPP,,,,,,,,,,
204,1629.772606,813.7203101,241.1205845,-3.103052173,513.1020048,0.499284567,0.147947378,-0.001903979,0.314830427,,,,,,,,,,
205,1620.346666,829.2776763,240.7779473,-3.461498173,494.8834363,0.511790281,0.148596564,-0.00213627,0.305418246,,,,,,,,,,
206,1631.068942,839.5022053,233.9535885,-4.080208173,497.3345757,0.514694495,0.143435745,-0.002501555,0.304913277,,,,,,,,,,
207,1632.051463,845.00866,234.62359,-3.784691173,496.2067671,0.517758587,0.143759921,-0.002318978,0.304038677,,,,,,,,,,
208,1623.225231,850.422551,230.9018044,-3.852420173,496.0604386,0.52390915,0.142248777,-0.002373312,0.30560173,,,,,,,,,,
209,1649.020544,856.8911778,234.2344981,-3.417545173,495.7332998,0.519636448,0.142044621,-0.00207247,0.300622877,,,,,,,,,,
210,1697.853367,867.9710875,234.3972421,-2.920192173,496.6538156,0.511216754,0.138055056,-0.001719932,0.292518674,,,,,,,,,,
211,1767.045072,877.799273,234.1697394,-2.762683173,544.1112636,0.496761111,0.132520524,-0.001563448,0.307921553,,,,,,,,,,
212,1843.5347,881.6996682,257.4136139,-2.684379173,598.0750726,0.478265838,0.139630469,-0.001456105,0.324417584,,,,,,,,,,
213,1918.078021,886.3633548,295.2637464,-2.408663173,621.8506521,0.462110167,0.153937297,-0.001255769,0.324205087,,,,,,,,,,
214,2069.323716,893.2167619,310.2986731,-2.671028173,629.2894919,0.431646704,0.149951731,-0.001290773,0.304103938,,,,,,,,,,
215,2189.594985,901.3971414,316.916763,-2.690229173,634.4476168,0.411673002,0.144737618,-0.001228642,0.289755695,,,,,,,,,,
216,2253.912015,899.7293116,333.3358623,-2.716180173,635.4612518,0.399185641,0.147892136,-0.001205096,0.281937027,,,,,,,,,,
217,2262.243902,916.2985943,332.4467633,-3.115353173,636.5165717,0.405039701,0.14695443,-0.001377108,0.28136514,,,,,,,,,,
218,2248.2898,919.8544911,331.703752,-3.255611173,637.8191537,0.409135197,0.14753603,-0.001448039,0.28369081,,,,,,,,,,
219,2175.756386,925.0720927,332.7246281,-3.536502173,637.6419137,0.425172643,0.152923659,-0.001625413,0.293066778,,,,,,,,,,
220,2080.381739,929.9183378,332.5711838,-3.429321173,641.2147117,0.446994088,0.159860653,-0.00164841,0.308219737,,,,,,,,,,
221,1974.289616,933.4774288,307.2430611,-3.496450173,645.5826717,0.472816866,0.155622082,-0.001770992,0.326994918,,,,,,,,,,
222,1944.160692,939.3962115,308.7952736,-3.876571173,650.0194417,0.483188563,0.158832176,-0.001993956,0.334344504,,,,,,,,,,
223,1939.685273,945.1572802,309.2659027,-3.611881173,653.8921617,0.487273525,0.15944128,-0.001862097,0.337112505,,,,,,,,,,
224,1962.359622,951.8961667,307.705115,-3.556378173,656.8536717,0.485077331,0.156803632,-0.001812297,0.334726451,,,,,,,,,,
225,1981.780522,960.8024681,308.0086193,-3.855495173,656.7507817,0.484817798,0.155420147,-0.00194547,0.331394306,,,,,,,,,,
226,2047.053024,974.7619534,321.2541887,-3.980377173,655.4242517,0.476178165,0.156934962,-0.001944443,0.320179421,,,,,,,,,,
227,2119.173333,988.9367773,330.6302967,-3.906798173,678.7732917,0.466661581,0.156018525,-0.001843548,0.320300978,,,,,,,,,,
228,2169.971049,992.4832718,328.2483898,-4.089883173,675.8071217,0.457371665,0.151268557,-0.001884764,0.311436008,,,,,,,,,,
229,2226.245432,1035.041567,354.1733923,-4.178013173,678.9404617,0.464926981,0.159090003,-0.001876708,0.304971075,,,,,,,,,,
230,2261.343924,1054.366533,361.9621558,-3.483999173,678.1178017,0.466256602,0.160065062,-0.001540676,0.299873803,,,,,,,,,,
231,2254.85694,1054.049587,360.0863089,-3.955551173,676.4313517,0.467457411,0.159693638,-0.001754236,0.299988589,,,,,,,,,,
232,2271.037605,1040.943214,360.1992892,-4.273044173,676.0615917,0.458355781,0.158605603,-0.001881538,0.297688418,,,,,,,,,,
233,2273.935817,1028.458888,357.6257007,-5.218172173,676.1667217,0.452281406,0.157271678,-0.002294775,0.297355236,,,,,,,,,,
234,2283.092615,1017.146996,356.4674998,-5.587193173,678.3844717,0.445512805,0.156133613,-0.002447204,0.297134013,,,,,,,,,,
235,2306.458387,982.2980961,355.6898776,-5.364918173,672.4270417,0.425890231,0.154214739,-0.002326042,0.291540938,,,,,,,,,,
236,2317.748228,954.1126795,355.9708782,-4.843526173,670.5055417,0.411655014,0.153584791,-0.002089755,0.289291793,,,,,,,,,,
237,2361.920003,926.537194,355.3899786,-3.520751173,672.3751817,0.392281361,0.15046656,-0.001490631,0.284673139,,,,,,,,,,
238,2368.857171,912.2895457,357.6233578,-2.395612173,673.1550617,0.385118004,0.15096873,-0.001011294,0.2841687,,,,,,,,,,
239,2380.499455,910.8415363,364.894203,-2.591373173,678.1486317,0.382626232,0.153284724,-0.001088584,0.284876617,,,,,,,,,,
240,2388.220817,910.5568269,364.4245551,-2.944193173,676.5783617,0.381269948,0.152592487,-0.001232798,0.283298076,,,,,,,,,,
241,2393.59047,913.5885162,365.7893012,-3.871396173,677.9178817,0.381681214,0.152820337,-0.001617401,0.283222168,,,,,,,,,,
242,2375.813223,913.7813755,362.9305273,-4.112159173,679.0942317,0.384618356,0.152760547,-0.001730843,0.28583654,,,,,,,,,,
243,2361.908461,917.5877525,355.2762994,-4.285344173,686.5508217,0.388494206,0.150419165,-0.001814357,0.290676304,,,,,,,,,,
244,2350.079514,923.9905611,337.8849344,-4.323596173,678.5601517,0.393174169,0.143775958,-0.001839766,0.288739231,,,,,,,,,,
245,2332.602464,930.6554125,343.3566024,-3.843644173,684.4494417,0.398977291,0.147198937,-0.001647792,0.293427385,,,,,,,,,,
246,2299.676834,941.2605045,346.9088234,-2.966695173,682.2094317,0.409301207,0.150851119,-0.001290049,0.296654478,,,,,,,,,,
247,2283.523653,949.1290027,345.2084794,-2.738382173,681.5426317,0.415642291,0.151173595,-0.001199192,0.298460947,,,,,,,,,,
248,2293.385146,955.0406634,344.9223054,-3.325365173,680.9397917,0.416432741,0.15039877,-0.001449981,0.296914713,,,,,,,,,,
249,2306.656384,961.8848903,344.6225974,-3.477699173,682.2525517,0.417003979,0.149403526,-0.00150768,0.295775546,,,,,,,,,,
250,2338.276951,980.2522565,344.5433405,-4.114485173,679.5616417,0.419219912,0.147349244,-0.001759623,0.290624958,,,,,,,,,,
251,2372.474633,998.9625049,345.8469305,-4.969983173,680.7297917,0.421063514,0.145774764,-0.002094852,0.286928164,,,,,,,,,,
252,2406.370416,1034.26004,343.7639735,-4.680242173,679.9258117,0.429800846,0.142855801,-0.001944938,0.282552431,,,,,,,,,,
253,2422.925573,1050.442664,343.9094775,-3.199358173,679.8014217,0.4335431,0.141939761,-0.001320453,0.280570493,,,,,,,,,,
254,2432.663,1061.290932,345.2054655,-3.224709173,678.0524317,0.436267141,0.141904352,-0.001325588,0.278728468,,,,,,,,,,
255,2461.169503,1067.41961,345.0817695,-3.330240173,682.0477017,0.433704224,0.140210485,-0.001353113,0.277123417,,,,,,,,,,
256,2481.555735,1073.454215,343.9476485,-3.012597173,681.4936417,0.432573083,0.138601621,-0.001213995,0.274623548,,,,,,,,,,
257,2497.894409,1080.542047,367.5335345,-3.219159173,681.8641017,0.432581154,0.147137338,-0.001288749,0.272975551,,,,,,,,,,
258,2498.18152,1092.239659,379.1877025,-3.155406173,684.7781017,0.437213889,0.151785489,-0.001263081,0.274110627,,,,,,,,,,
259,2489.193506,1102.684046,377.4042275,-2.196251173,684.0489717,0.442988479,0.151617071,-0.000882314,0.274807471,,,,,,,,,,
260,2471.676145,1107.199147,375.0952145,-1.880033173,686.3404917,0.447954781,0.151757428,-0.000760631,0.277682209,,,,,,,,,,
261,2452.63877,1112.476046,375.8762385,-2.831387173,685.7442817,0.453583324,0.153253811,-0.001154425,0.279594488,,,,,,,,,,
262,2430.151012,1119.941177,375.6351215,-3.211209173,685.9172317,0.460852503,0.154572749,-0.001321403,0.282252925,,,,,,,,,,
263,2446.284731,1128.731794,383.1782745,-2.939243173,687.0547117,0.461406548,0.156636825,-0.001201513,0.280856395,,,,,,,,,,
264,2441.47571,1127.67272,384.1385295,-2.688729173,687.5689617,0.461881605,0.157338665,-0.001101272,0.281620234,,,,,,,,,,
265,2524.973455,1144.84928,383.6828465,-2.275455173,688.9669917,0.453410422,0.1519552,-0.00090118,0.272861083,,,,,,,,,,
266,2572.298418,1149.01098,382.6003995,-2.451415173,686.9070817,0.446686501,0.14873873,-0.000953006,0.267040199,,,,,,,,,,
267,2717.120411,1154.832913,385.7428405,-3.294163173,688.4362417,0.425020882,0.141967518,-0.001212373,0.253369795,,,,,,,,,,
268,2877.594623,1160.282022,389.3810025,-3.118503173,687.2579317,0.403212465,0.135314752,-0.001083719,0.238830698,,,,,,,,,,
269,2943.867678,1164.442513,392.2517835,-3.046649173,691.8748717,0.395548523,0.133243687,-0.001034914,0.235022408,,,,,,,,,,
270,2944.170036,1170.961235,394.4271035,-3.089551173,692.6759517,0.397722014,0.13396886,-0.001049379,0.235270363,,,,,,,,,,
271,2901.092328,1177.320786,393.1096505,-2.998796173,691.7681917,0.405819827,0.135504012,-0.001033678,0.23845094,,,,,,,,,,
272,2848.646721,1184.656701,392.5569015,-2.790134173,695.7730217,0.415866486,0.137804698,-0.00097946,0.244246862,,,,,,,,,,
273,2791.934063,1194.158582,390.7862655,-2.642076173,694.1185617,0.42771733,0.139969733,-0.000946325,0.248615671,,,,,,,,,,
274,2733.050701,1208.7122,390.6555655,-2.543071173,695.2859917,0.442257511,0.142937548,-0.000930488,0.254399229,,,,,,,,,,
275,2701.226034,1223.479714,386.1835865,-2.811136173,687.5469717,0.452934963,0.142966039,-0.001040689,0.254531447,,,,,,,,,,
276,2637.259192,1227.617459,390.9255265,-2.849538173,687.8737817,0.465489878,0.148231743,-0.001080492,0.260829039,,,,,,,,,,
277,2602.59869,1270.765569,392.1219435,-3.029548173,686.9789317,0.488267966,0.150665542,-0.001164047,0.26395884,,,,,,,,,,
278,2542.422093,1290.678916,392.1159025,-3.110853173,687.5394017,0.507657214,0.15422927,-0.001223579,0.27042693,,,,,,,,,,
279,2466.296372,1290.948924,392.3049005,-3.272562173,689.9339117,0.52343625,0.159066406,-0.001326914,0.279744932,,,,,,,,,,
280,2419.467118,1278.428079,391.4645455,-3.366542173,690.5727917,0.528392417,0.161797837,-0.00139144,0.285423508,,,,,,,,,,
281,2348.014882,1266.527859,391.9372165,-3.314039173,689.8724417,0.539403676,0.166922799,-0.001411422,0.293810932,,,,,,,,,,
282,2189.995286,1255.798655,392.8613535,-3.944600173,690.4897917,0.573425278,0.179389132,-0.001801191,0.315292821,,,,,,,,,,
283,2135.536507,1221.531027,393.4820845,-5.084890173,690.4313417,0.572001941,0.184254441,-0.002381083,0.323305801,,,,,,,,,,
284,2072.993322,1193.925471,396.4776775,-5.448398173,690.2331517,0.575942748,0.191258541,-0.002628276,0.332964484,,,,,,,,,,
285,2031.493826,1166.928439,400.3849675,-5.400245173,684.7893317,0.574418895,0.197088941,-0.002658263,0.337086593,,,,,,,,,,
286,1970.900139,1153.257838,334.6870805,-5.070714173,683.2696417,0.585142705,0.169814327,-0.002572791,0.346678976,,,,,,,,,,
287,1930.66145,1152.385475,334.8881905,-4.607113173,683.0766217,0.596886355,0.17345775,-0.002386287,0.353804455,,,,,,,,,,
288,1911.696442,1152.675014,324.1760975,-4.361398173,680.3694417,0.60295923,0.169575091,-0.002281428,0.355898262,,,,,,,,,,
