"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"93.12500",1632.05146306295,612.867604474436,2651.23532165147,73.3442598852303,3190.75866624068
"93.13542",1623.22523110581,596.677513882444,2649.77294832918,53.2559780039264,3193.1944842077
"93.14583",1649.02054442937,615.16467604238,2682.87641281635,67.87443862848,3230.16665023025
"93.15625",1697.85336664027,656.742867717529,2738.96386556301,105.612260877224,3290.09447240331
"93.16667",1767.04507181448,718.731660601885,2815.35848302707,163.788062320776,3370.30208130818
"93.17708",1843.53469953505,788.068563992159,2899.00083507793,229.338542171189,3457.7308568989
"93.18750",1918.07802070821,855.508013675457,2980.64802774096,293.017429446198,3543.13861197022
"93.19792",2069.32371627698,999.697497832566,3138.9499347214,433.471580916404,3705.17585163756
"93.20833",2189.59498479318,1112.9591282311,3266.23084135525,543.022533040618,3836.16743654574
"93.21875",2253.91201507367,1170.31208770914,3337.51194243819,596.688936123923,3911.13509402341
"93.22917",2262.24390203546,1171.72452848903,3352.76327558189,594.438443356238,3930.04936071469
"93.23958",2248.289800401,1150.89471359241,3345.68488720959,569.968845721323,3926.61075508068
"93.25000",2175.7563859747,1071.52846940891,3279.9843025405,486.985519955785,3864.52725199362
"93.26042",2080.38173867352,969.363062477302,3191.40041486974,381.22530202199,3779.53817532505
"93.27083",1974.2896164874,856.521468888498,3092.0577640863,264.810754098499,3683.7684788763
"93.28125",1944.1606920785,819.683607495948,3068.63777666106,224.421395996543,3663.89998816046
"93.29167",1939.68527281906,808.539057375903,3070.83148826221,209.746421255764,3669.62412438235
"93.30208",1962.35962153058,824.583376555626,3100.13586650553,222.281014807892,3702.43822825326
"93.31250",1981.78052202997,837.4126659477,3126.14837811224,231.620916057794,3731.94012800215
"93.32292",2047.05302381782,896.131312710683,3197.97473492497,286.870161541336,3807.23588609431
"93.33333",2119.1733328643,961.734879912475,3276.61178581612,349.023973994523,3889.32269173407
"93.34375",2169.97104856206,1006.05234251125,3333.88975461287,389.910997819873,3950.03109930425
"93.35417",2226.2454321253,1055.88235489509,3396.60850935551,436.329566171132,4016.16129807947
"93.36458",2261.34392352034,1084.57176703947,3438.11608000121,461.626216701485,4061.0616303392
"93.37500",2254.856940418,1071.71042275419,3438.00345808182,445.390489437057,4064.32339139895
"93.38542",2271.03760466088,1081.55088549973,3460.52432382204,451.874652248696,4090.20055707307
"93.39583",2273.93581714087,1078.14251265896,3469.72912162279,445.127774802973,4102.74385947877
"93.40625",2283.09261478371,1081.02581195405,3485.15941761337,444.690084678613,4121.49514488881
"93.41667",2306.4583865384,1098.15065690133,3514.76611617547,458.511182538358,4154.40559053844
"93.42708",2317.74822836991,1103.23164129861,3532.26481544121,460.305396348803,4175.19106039102
"93.43750",2361.92000325419,1141.22613874108,3582.6138677673,495.029840642585,4228.8101658658
