"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"90.97917",0.689408495663857,-0.393705887184518,1.77252287851223,-0.967072007029004,2.34588899835672
"90.98958",2.10932696471272,0.565160464606644,3.6534934648188,-0.252271903183826,4.47092583260928
"91.00000",1.59873819898237,-0.322406269199444,3.51988266716419,-1.33939871877373,4.53687511673847
"91.01042",1.42289344260566,-0.696673022240597,3.54245990745191,-1.81870373196622,4.66449061717753
"91.02083",1.3609470117579,-0.945522040100229,3.66741606361603,-2.16649300285995,4.88838702637576
"91.03125",1.30182106658912,-1.15891164389262,3.76255377707087,-2.46154485468328,5.06518698786152
"91.04167",1.34048709497075,-1.26707477813065,3.94804896807215,-2.64743465249847,5.32840884243997
"91.05208",1.72150526727113,-1.02489059035882,4.46790112490108,-2.47874473668188,5.92175527122414
"91.06250",1.5854476426719,-1.29310859719597,4.46400388253977,-2.81692422382146,5.98781950916525
"91.07292",2.04312360585455,-0.961784638075898,5.048031849785,-2.55248697533061,6.63873418703971
"91.08333",1.89596560946541,-1.23019207944406,5.02212329837487,-2.88507999571222,6.67701121464304
"91.09375",1.52499460911127,-1.71788222445288,4.76787144267542,-3.43455752360689,6.48454674182943
"91.10417",1.166548609146,-2.18898986138708,4.52208707967909,-3.96530462860386,6.29840184689586
"91.11458",0.547838609142597,-2.91669984439215,4.01237706267734,-4.75071571714907,5.84639293543426
"91.12500",0.843355609142931,-2.7268565645086,4.41356778279446,-4.61681272559735,6.30352394388321
"91.13542",0.775626609142898,-2.89722013878314,4.44847335706893,-4.8415077615767,6.3927609798625
"91.14583",1.2105016091429,-2.56218861172242,4.98319183000822,-4.55933017642418,6.98033339470998
"91.15625",1.7078546091429,-2.16210401744147,5.57781323572727,-4.2107363658072,7.626445584093
"91.16667",1.8653636091429,-2.09947788079546,5.83020509908127,-4.19833818297892,7.92906540126472
"91.17708",1.9436676091429,-2.11383855957682,6.00117377786262,-4.26175257959549,8.14908779788129
"91.18750",2.2193836091429,-1.92871771291524,6.36748493120105,-4.12458991017624,8.56335712846205
"91.19792",1.9570186091429,-2.27974110164109,6.1937783199269,-4.52254621488989,8.4365834331757
"91.20833",1.9378176091429,-2.38578287145014,6.26141808973594,-4.67455871135367,8.55019392963947
"91.21875",1.9118666091429,-2.49686443103706,6.32059764932287,-4.83070566699062,8.65443888527642
"91.22917",1.5126936091429,-2.97955500970136,6.00494222798717,-5.35760778118234,8.38299499946815
"91.23958",1.3724356091429,-3.20180595885175,5.94667717713755,-5.62326317574811,8.36813439403391
"91.25000",1.0915446091429,-3.563245847068,5.7463350653538,-6.02734306969753,8.21043228798334
"91.26042",1.1987256091429,-3.5352433873857,5.9326946056715,-6.04125519739013,8.43870641567594
"91.27083",1.1315966091429,-3.68024822719128,5.94344144547708,-6.22748501657558,8.49067823486138
"91.28125",0.751475609142902,-4.13700462481712,5.63995584310292,-6.72480974315659,8.22776096144239
"91.29167",1.0161656091429,-3.94776703208822,5.98009825037402,-6.5755142421172,8.607845460403
"91.30208",1.0716686091429,-3.96658659832145,6.10992381660726,-6.63367779832309,8.7770150166089
"91.31250",0.772551609142902,-4.33894560834667,5.88404882663247,-7.04480878641708,8.58991200470289
"91.32292",0.647669609142903,-4.53603486480867,5.83137408309448,-7.28012225549951,8.57546147378531
"91.33333",0.721248609142902,-4.5336710231757,5.9761682414615,-7.31545744147951,8.75795465976532
"91.34375",0.538163609142904,-4.78701888641435,5.86334610470016,-7.60600021774145,8.68232743602725
"91.35417",0.450033609142905,-4.94449666511187,5.84456388339768,-7.80018849296757,8.70025571125338
"91.36458",1.14404760914291,-4.31895020787233,6.60704542615814,-7.2108865634986,9.49898178178441
"91.37500",0.672495609142907,-4.85812220603608,6.20311342432189,-7.7858544264251,9.13084564471092
"91.38542",0.355002609142907,-5.24241837613568,5.95242359442149,-8.20551405862978,8.91551927691559
"91.39583",-0.590125390857098,-6.25356162297793,5.07331084126374,-9.25160366619986,8.07135288448566
"91.40625",-0.959146390857096,-6.6878371858085,4.76954440409431,-9.72042290796664,7.80213012625245
"91.41667",-0.736871390857093,-6.53008176965596,5.05633898794177,-9.59682209637886,8.12307931466468
"91.42708",-0.215479390857093,-6.07249866365147,5.64153988193729,-9.17301737845705,8.74205859674287
"91.43750",1.10729560914291,-4.8128448478688,7.02743606615461,-7.94677789919117,10.161369117477
"91.44792",2.23243460914291,-3.75016109001717,8.21503030830299,-6.91715594941967,11.3820251677055
"91.45833",2.03667360914291,-4.00773203314076,8.08107925142657,-7.20744709995421,11.28079431824
"91.46875",1.68385360914291,-4.42173627532628,7.78944349361211,-7.65384032348193,11.0215475417678
"91.47917",0.75665060914291,-5.40951644229143,6.92281766057725,-8.67368810557987,10.1869893238657
"91.48958",0.515887609142911,-5.710267253616,6.74204247190182,-9.00619454600677,10.0379697642926
"91.50000",0.342702609142906,-5.94286758328342,6.62827280156923,-9.2702474512933,9.95565266957912
"91.51042",0.30445060914291,-6.0399785151188,6.64887973340462,-9.3985164195273,10.0074176378131
"91.52083",0.784402609142911,-5.61834439363973,7.18714961192556,-9.00775391812327,10.5765591364091
"91.53125",1.66135160914291,-4.79918687077532,8.12189008906113,-8.21918935527308,11.5418925735589
"91.54167",1.88966460914291,-4.62815294885655,8.40748216714237,-8.078477145694,11.8578063639798
"91.55208",1.30268160914291,-5.27191602023548,7.8772792385213,-8.75229777122101,11.3576609895068
"91.56250",1.15034760914291,-5.48054390385064,7.78123912213646,-8.99072583672879,11.2914210550146
"91.57292",0.513561609142911,-6.17314987902164,7.20027309730746,-9.71288112181612,10.7400043401019
"91.58333",-0.341936390857092,-7.08400571672535,6.40013293501117,-10.6530416286386,9.96916884692442
